"ID fiche";"type de suivi";"date sortie";"heure début";"heure fin";"coefficient marée";"heure marée basse";"hauteur basse mer";"période";"libellé campagne";"libellé sortie";"référent sortie";"équipe terrain";"territoire";"code site";"site";"zone";"type protocole";"version protocole";"auteur saisie";"organisme suivi";"couverture nuageuse";"précipitations";"pression atmosphérique";"température";"force du vent";"force du vent en rafale";"direction du vent";"état de la mer";"commentaires"
385731;"Suivi de la fréquentation des pêcheurs";"2018-07-11 00:00:00.0";"09:00";"11:00";75;"09:45";;"Vacances";"jul-18";"2018-07-11-EGMP-FRE-011";"Zachary Gaudin";"Zachary Gaudin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385741;"Suivi de la fréquentation des pêcheurs";"2018-07-12 00:00:00.0";"09:15";"11:40";87;"10:15";;"Vacances";"jul-18";"2018-07-12-EGMP-FRE-009";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_137";"Gatseau";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385761;"Suivi de la fréquentation des pêcheurs";"2018-07-13 00:00:00.0";"10:00";"12:00";97;"11:06";;"Vacances";"jul-18";"2018-07-13-EGMP-FRE-031";"Jean-Baptiste Bonnin ";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385781;"Suivi de la fréquentation des pêcheurs";"2018-07-14 00:00:00.0";"10:30";"12:30";104;"12:20";;"Vacances";"jul-18";"2018-07-14-EGMP-FRE-021";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin & Nathan Ropers & Estelle";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_120";"Madame Naud";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
385795;"Suivi de la fréquentation des pêcheurs";"2018-07-15 00:00:00.0";"10:30";"14:00";103;"13:11";;"Vacances";"jul-18";"2018-07-15-EGMP-FRE-001";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_137";"Gatseau";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385804;"Suivi de la fréquentation des pêcheurs";"2018-07-16 00:00:00.0";"12:30";"15:30";97;"14:01";;"Vacances";"jul-18";"2018-07-16-EGMP-FRE-007";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_098";"Bourcefranc/ Marennes";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"25-75% (Nuageux)";"Pas de précipitation";;;;;;;
385812;"Suivi de la fréquentation des pêcheurs";"2018-07-16 00:00:00.0";"12:30";"15:30";97;"14:01";;"Vacances";"jul-18";"2018-07-16-EGMP-FRE-008";"Nathan Ropers";"Nathan Ropers & Estelle";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385820;"Suivi de la fréquentation des pêcheurs";"2018-07-17 00:00:00.0";"14:00";"16:50";88;"14:51";;"Vacances";"jul-18";"2018-07-17-EGMP-FRE-005";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;;
385833;"Suivi de la fréquentation des pêcheurs";"2018-07-18 00:00:00.0";"14:45";"16:00";75;"15:43";;"Vacances";"jul-18";"2018-07-18-EGMP-FRE-018";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_102";"Galon d'Or";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pluies éparses";;;;;;;"Orage à 16h"
385847;"Suivi de la fréquentation des pêcheurs";"2018-08-10 00:00:00.0";"09:00";"12:30";85;"10:23";;"Vacances";"aou-18";"2018-08-10-EGMP-FRE-005";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_140";"Manson";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385857;"Suivi de la fréquentation des pêcheurs";"2018-08-10 00:00:00.0";"09:30";"11:30";85;"10:23";;"Vacances";"aou-18";"2018-08-10-EGMP-FRE-006";"Zachary Gaudin";"Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_137";"Gatseau";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385869;"Suivi de la fréquentation des pêcheurs";"2018-08-11 00:00:00.0";"09:45";"11:45";97;"11:17";;"Vacances";"aou-18";"2018-08-11-EGMP-FRE-009";"Jean-Baptiste Bonnin & Nathan Ropers";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385889;"Suivi de la fréquentation des pêcheurs";"2018-08-13 00:00:00.0";"11:30";"13:30";109;"12:56";;"Vacances";"aou-18";"2018-08-13-EGMP-FRE-130";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_120";"Madame Naud";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pluies éparses";;;;;;"4-agitée-1,25 à 2,5 m";
385898;"Suivi de la fréquentation des pêcheurs";"2018-08-14 00:00:00.0";"12:30";"14:45";107;"13:43";;"Vacances";"aou-18";"2018-08-14-EGMP-FRE-026";"Jean-Baptiste Bonnin & Nathan Ropers";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385911;"Suivi de la fréquentation des pêcheurs";"2018-08-13 00:00:00.0";"11:30";"13:30";109;"12:56";;"Vacances";"aou-18";"2018-08-13-EGMP-FRE-131";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_137";"Gatseau";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pluie fine";;;;;;;
385930;"Suivi de la fréquentation des pêcheurs";"2018-08-14 00:00:00.0";"12:00";"14:30";103;"13:43";;"Vacances";"aou-18";"2018-08-14-EGMP-FRE-027";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385945;"Suivi de la fréquentation des pêcheurs";"2018-08-15 00:00:00.0";"13:30";"17:00";92;"14:30";;"Vacances";"aou-18";"2018-08-15-EGMP-FRE-003";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_140";"Manson";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385952;"Suivi de la fréquentation des pêcheurs";"2018-08-16 00:00:00.0";"14:00";"16:00";85;"15:15";;"Vacances";"aou-18";"2018-08-16-EGMP-FRE-001";"Sarah Olivier";"Sarah Olivier & Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_098";"Bourcefranc/ Marennes";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385954;"Suivi de la fréquentation des pêcheurs";"2018-08-28 00:00:00.0";"12:30";"14:30";86;"12:55";;"Vacances";"aou-18";"2018-08-28-EGMP-FRE-007";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385956;"Suivi de la fréquentation des pêcheurs";"2018-08-28 00:00:00.0";"11:45";"13:45";86;"12:55";;"Vacances";"aou-18";"2018-08-28-EGMP-FRE-008";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_132";"L'Ecuissière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385958;"Suivi de la fréquentation des pêcheurs";"2018-08-29 00:00:00.0";"12:30";"14:30";85;"13:27";;"Vacances";"aou-18";"2018-08-29-EGMP-FRE-004";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385960;"Suivi de la fréquentation des pêcheurs";"2018-08-29 00:00:00.0";"11:30";"13:30";85;"13:27";;"Vacances";"aou-18";"2018-08-29-EGMP-FRE-005";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_142";"Ors";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385962;"Suivi de la fréquentation des pêcheurs";"2018-08-30 00:00:00.0";"12:30";"14:30";81;"14:00";;"Vacances";"aou-18";"2018-08-30-EGMP-FRE-005";"Zachary Gaudin";"Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_102";"Galon d'Or";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"25-75% (Nuageux)";"Pas de précipitation";;;;;;;
385964;"Suivi de la fréquentation des pêcheurs";"2018-08-30 00:00:00.0";"12:00";"14:30";83;"14:00";;"Vacances";"aou-18";"2018-08-30-EGMP-FRE-006";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_098";"Bourcefranc/ Marennes";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385966;"Suivi de la fréquentation des pêcheurs";"2018-09-09 00:00:00.0";"09:30";"12:00";99;"11:04";;"Week-end ou Jour Férié";"sep-18";"2018-09-09-EGMP-FRE-004";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_132";"L'Ecuissière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"25-75% (Nuageux)";"Pas de précipitation";;;;;;;
385968;"Suivi de la fréquentation des pêcheurs";"2018-09-10 00:00:00.0";"10:50";"13:00";108;"11:53";;"Semaine";"sep-18";"2018-09-10-EGMP-FRE-010";"Jean-Baptiste Bonnin & Nathan Ropers";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385970;"Suivi de la fréquentation des pêcheurs";"2018-09-10 00:00:00.0";"10:30";"13:30";108;"12:08";;"Semaine";"sep-18";"2018-09-10-EGMP-FRE-011";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_102";"Galon d'Or";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385972;"Suivi de la fréquentation des pêcheurs";"2018-09-11 00:00:00.0";"11:00";"13:00";111;"12:38";;"Semaine";"sep-18";"2018-09-11-EGMP-FRE-008";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_132";"L'Ecuissière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385974;"Suivi de la fréquentation des pêcheurs";"2018-09-09 00:00:00.0";"10:00";"12:00";99;"11:04";;"Week-end ou Jour Férié";"sep-18";"2018-09-09-EGMP-FRE-005";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_142";"Ors";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"25-75% (Nuageux)";"Pas de précipitation";;;;;;;
385976;"Suivi de la fréquentation des pêcheurs";"2018-09-12 00:00:00.0";"12:00";"14:00";104;"13:22";;"Semaine";"sep-18";"2018-09-12-EGMP-FRE-021";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385978;"Suivi de la fréquentation des pêcheurs";"2018-09-12 00:00:00.0";"12:00";"14:00";104;"13:22";;"Semaine";"sep-18";"2018-09-12-EGMP-FRE-022";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_142";"Ors";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385980;"Suivi de la fréquentation des pêcheurs";"2018-09-13 00:00:00.0";"12:40";"15:15";92;"14:05";;"Semaine";"sep-18";"2018-09-13-EGMP-FRE-005";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_142";"Ors";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385982;"Suivi de la fréquentation des pêcheurs";"2018-09-25 00:00:00.0";"10:45";"12:45";87;"11:55";;"Semaine";"sep-18";"2018-09-25-EGMP-FRE-004";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_140";"Manson";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385984;"Suivi de la fréquentation des pêcheurs";"2018-09-25 00:00:00.0";"11:00";"13:00";87;"11:55";;"Semaine";"sep-18";"2018-09-25-EGMP-FRE-005";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_102";"Galon d'Or";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"25-75% (Nuageux)";"Pas de précipitation";;;;;;;
385986;"Suivi de la fréquentation des pêcheurs";"2018-09-27 00:00:00.0";"11:30";"13:30";92;"13:01";;"Semaine";"sep-18";"2018-09-27-EGMP-FRE-005";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_102";"Galon d'Or";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pluie fine";;;;;;;
385988;"Suivi de la fréquentation des pêcheurs";"2018-09-28 00:00:00.0";"12:30";"14:30";90;"13:35";;"Semaine";"sep-18";"2018-09-28-EGMP-FRE-002";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_137";"Gatseau";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"25-75% (Nuageux)";"Pas de précipitation";;;;;;;
385990;"Suivi de la fréquentation des pêcheurs";"2018-09-28 00:00:00.0";"12:30";"14:05";87;"13:35";;"Semaine";"sep-18";"2018-09-28-EGMP-FRE-003";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385992;"Suivi de la fréquentation des pêcheurs";"2018-10-08 00:00:00.0";"09:40";"11:30";98;"10:48";;"Semaine";"oct-18";"2018-10-08-EGMP-FRE-007";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_132";"L'Ecuissière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;;
385994;"Suivi de la fréquentation des pêcheurs";"2018-10-23 00:00:00.0";"10:00";"12:30";80;"10:48";;"Vacances";"oct-18";"2018-10-23-EGMP-FRE-002";"Jean-Baptiste Bonnin & Nathan Ropers";"Jean-Baptiste Bonnin & Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_142";"Ors";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385996;"Suivi de la fréquentation des pêcheurs";"2018-10-24 00:00:00.0";"10:30";"12:30";88;"11:24";;"Vacances";"oct-18";"2018-10-24-EGMP-FRE-001";"Sarah Olivier";"Sarah Olivier, Aymeric & Charles";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
385998;"Suivi de la fréquentation des pêcheurs";"2018-10-25 00:00:00.0";"10:20";"12:30";95;"12:00";;"Vacances";"oct-18";"2018-10-25-EGMP-FRE-010";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin, Aymeric & Charles";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_140";"Manson";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;;
386000;"Suivi de la fréquentation des pêcheurs";"2018-10-26 00:00:00.0";"11:30";"13:30";96;"12:35";;"Vacances";"oct-18";"2018-10-26-EGMP-FRE-004";"Sarah Olivier";"Sarah Olivier";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_098";"Bourcefranc/ Marennes";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;;
386144;"Suivi de la fréquentation des pêcheurs";"2018-11-05 00:00:00.0";"16:57";"17:05";87;"17:22";;"Semaine";"nov-18";"2018-11-05-EPMO-FRE-005";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_33";"Portel-Equihen";;"Comptage simple";"V2014";"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";"25-75% (Nuageux)";"Pas de précipitation";;;"4-Jolie brise-20 à 28 km/h-Petites vagues. Moutons.";;"Sud-Est";;
386147;"Suivi de la fréquentation des pêcheurs";"2018-11-05 00:00:00.0";"17:25";"17:35";87;"17:22";;"Semaine";"nov-18";"2018-11-05-EPMO-FRE-006";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_19";"Equihen";;"Comptage simple";"V2014";"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";"25-75% (Nuageux)";"Pas de précipitation";;;"4-Jolie brise-20 à 28 km/h-Petites vagues. Moutons.";;"Sud-Est";;
386152;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"07:57";"08:16";103;"08:47";;;"oct-18";"2018-10-09-EPMO-FRE-013";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_27";"Le Portel";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386157;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"08:38";"08:54";103;"08:47";;"Semaine";"oct-18";"2018-10-09-EPMO-FRE-015";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_33";"Portel-Equihen";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386162;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"08:00";"08:10";103;"08:47";;"Semaine";"oct-18";"2018-10-09-EPMO-FRE-016";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_19";"Equihen";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386165;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"09:36";"09:46";103;"08:47";;"Semaine";"oct-18";"2018-10-09-EPMO-FRE-017";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_01";"Ambleteuse";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386170;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"09:56";"10:00";103;"08:47";;"Semaine";"oct-18";"2018-10-09-EPMO-FRE-018";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_32";"Pointe aux oies";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386173;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"10:22";"10:30";103;"08:47";;"Semaine";"oct-18";"2018-10-09-EPMO-FRE-019";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_39";"Wimereux";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386178;"Suivi de la fréquentation des pêcheurs";"2018-10-09 00:00:00.0";"10:58";"11:00";103;"08:47";;"Semaine";"oct-18";"2018-10-09-EPMO-FRE-020";"Amandine Vallée";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_08";"Boulogne-sur-Mer";;"Comptage simple";;"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";;"Pas de précipitation";;;"3-Petite brise-12 à 19 km/h-Très petites vagues. Déferlement.";;"Sud-Ouest";;
386181;"Suivi de la fréquentation des pêcheurs";"2018-10-11 00:00:00.0";"08:25";"08:45";106;"09:24";;"Semaine";"oct-18";"2018-10-11-EPMO-FRE-007";"Amandine Vallée";;"Estuaires Picards et Mer d'Opale";"EPMO_08";"Boulogne-sur-Mer";;"Comptage simple";"V2014";"GRUSELLE";;"25-75% (Nuageux)";"Pas de précipitation";;;"5-Bonne brise-29 à 38 km/h-Vagues modérées.";;"Sud-Est";;
386184;"Suivi de la fréquentation des pêcheurs";"2018-10-11 00:00:00.0";"08:56";"09:15";106;"09:24";;"Semaine";"oct-18";"2018-10-11-EPMO-FRE-009";"Amandine Vallée";;"Estuaires Picards et Mer d'Opale";"EPMO_39";"Wimereux";;"Comptage simple";"V2014";"GRUSELLE";;"25-75% (Nuageux)";"Pas de précipitation";;;"5-Bonne brise-29 à 38 km/h-Vagues modérées.";;"Sud-Est";;
386190;"Suivi de la fréquentation des pêcheurs";"2018-10-11 00:00:00.0";"09:35";"09:45";106;"09:24";;"Semaine";"oct-18";"2018-10-11-EPMO-FRE-010";"Amandine Vallée";;"Estuaires Picards et Mer d'Opale";"EPMO_32";"Pointe aux oies";;"Comptage simple";"V2014";"GRUSELLE";;"25-75% (Nuageux)";"Pas de précipitation";;;"5-Bonne brise-29 à 38 km/h-Vagues modérées.";;"Sud-Est";;
386194;"Suivi de la fréquentation des pêcheurs";"2018-10-11 00:00:00.0";"09:53";"10:00";106;"09:24";;"Semaine";"oct-18";"2018-10-11-EPMO-FRE-011";"Amandine Vallée";;"Estuaires Picards et Mer d'Opale";"EPMO_01";"Ambleteuse";;"Comptage simple";"V2014";"GRUSELLE";;"25-75% (Nuageux)";"Pas de précipitation";;;"5-Bonne brise-29 à 38 km/h-Vagues modérées.";;"Sud-Est";;
386489;"Suivi de la fréquentation des pêcheurs";"2018-11-07 00:00:00.0";"10:00";"11:00";97;"10:15";;"Semaine";"nov-18";"2018-11-07-EGMP-FRE-004";"Nathan Ropers";"Nathan Ropers";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pluies éparses";;;;"5-Bonne brise-29 à 38 km/h-Vagues modérées.";"Sud-Ouest";"4-agitée-1,25 à 2,5 m";
386496;"Suivi de la fréquentation des pêcheurs";"2018-11-08 00:00:00.0";"10:00";"11:00";99;"10:58";;"Semaine";"nov-18";"2018-11-08-EGMP-FRE-001";"Nathan Ropers";"Nathan Ropers & Cécilia Kiss";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Comptage simple";"V2014";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;"4-Jolie brise-20 à 28 km/h-Petites vagues. Moutons.";"Sud-Est";"4-agitée-1,25 à 2,5 m";
386646;"Suivi de la fréquentation des pêcheurs";"2018-11-09 00:00:00.0";"07:35";"07:45";97;"07:51";;"Semaine";"nov-18";"2018-11-09-EPMO-FRE-001";"Sylvain Dromzee";"Sylvain Dromzee
Amandine Vallée";"Estuaires Picards et Mer d'Opale";"EPMO_19";"Equihen";;"Comptage simple";"V2014";"GRUSELLE";"Parc naturel marin des estuaires picards et de la mer d'Opale";"75-100% (Très nuageux)";"Pas de précipitation";;7.0;"4-Jolie brise-20 à 28 km/h-Petites vagues. Moutons.";"5-Bonne brise-29 à 38 km/h-Vagues modérées.";"Sud-Est";"1-ridée-0 à 0,1 m";
